A2 scenario
abiotic factors
above-ground biomass
abrupt changes
abundance data
abundant species
acclimation temperature
acidification
active layer thickness
active radiation
activity patterns
acts of terrorism
actual evapotranspiration
adaptation actions
adaptation activities
adaptation challenges
adaptation costs
adaptation needs
adaptation options
adaptation pathways
adaptation policy
adaptation practices
adaptation processes
adaptation responses
adaptive capacity
adaptive governance
adaptive strategies
adult females
adult survival
adverse effects of climate change
adverse health effects
aerobic scope
aerosol effect
aerosol optical depth
afforestation
agent-based model
agricultural areas
agricultural intensification
agricultural land use
agricultural landscapes
agricultural pests
agricultural productivity
agricultural sector
agricultural soils
agroforestry systems
air humidity
air pollutant emissions
air pollutants
air quality
air temperature
air temperature data
air temperature trends
air warming
albedo change
albedo products
alfalfa
algal blooms
algal symbionts
allele frequency
Allergens
alpine ecosystems
alpine grasslands
alpine meadow
alpine plants
alpine tundra
alpine vegetation
alternative energy sources
alternative fuels
altitudinal gradient
ambient temperature
anaerobic digestion
annual precipitation
annual runoff
annual streamflow
annual temperature
ant species
Antarctic
Antarctic krill
anthropogenic activities
anthropogenic climate change
anthropogenic emissions
anthropogenic forcings
anthropogenic greenhouse gases
anthropogenic stressors
anthropogenic warming
antioxidant
aphid
aquatic environments
aquatic species
aquifer system
aragonite saturation state
arid regions
aridity
aridity index
Artic
artificial neural network
assimilation rate
atmospheric chemistry
atmospheric circulation
atmospheric CO2
atmospheric general circulation model
atmospheric model
atmospheric temperature
austral summer
availability of alternative fuels
available water resources
awareness of climate change
B2 scenarios
bacteria
bamboo forests
bank vole
bare soil
barrier islands
basal area
baseline period
baseline scenario
beech forests
beef cattle
bees
behavior change
behavioural thermoregulation
belief in global warming
belowground biomass
benthic communities
Benthic community
best management practices
beta diversity
big sagebrush
biochar
biochar amendment
biochar application
bioclimatic variables
biodiesel
biodiesel production
biodiversity
biodiversity and ecosystem services
biodiversity change
biodiversity conservation
biodiversity hotspots
bioenergetics model
bioenergy
bioenergy crops
bioenergy production
biofuel production
biofuels
biogeochemical cycles
biogeochemical model
biogeochemical processes
biological control agents
biological invasions
biological processes
biomarkers
biomass allocation
biomass carbon
biomass density
biomass energy
biomass estimation
biomass production
biomes
biotic interactions
biotic variables
bird communities
bird species
black carbon
boreal forests
boreal species
boreal zone
bottom waters
Brazilian Amazon
breeding birds
breeding season
brook trout
brown trout
building materials
building sector
building stock
bulk density
bulk soil
butterfly species
Ca ratios
calcification rates
calcium carbonate
canopy
canopy temperature
capacity building
carbon accounting
carbon accumulation
carbon assimilation
carbon balance
carbon budget
carbon burial
carbon credits
carbon cycle
carbon cycle feedbacks
carbon density
carbon dioxide and methane
carbon dynamics
carbon emission reduction
carbon emissions
carbon export
carbon fluxes
carbon footprint
carbon gain
carbon impacts
carbon input
carbon intensity
carbon isotope
carbon leakage
carbon loss
carbon markets
carbon mitigation
carbon monoxide
carbon policies
carbon pools
carbon price
carbon reduction
carbon sequestration
carbon sequestration potential
carbon sink
carbon source
carbon stocks
carbon storage
carbon taxes
carbon uptake
carbonate chemistry
carbonate system
catastrophe losses
catastrophic events
catchment area
causes of climate change
cell size
Certified Emission Reduction Unit
Chagas' disease
challenges of climate change
change drivers
change factors
change policy
change processes
change risks
change scenarios
changes in air temperature
changes in atmospheric circulation
changes in carbon stocks
changes in community composition
changes in community structure
changes in consumer preferences
changes in sea surface temperature
changes in soil moisture
charcoal
chemical composition
Chinese government
Chlorofluorocarbons
chlorophyll
chlorophyll content
chlorophyll fluorescence
chlorophyll-a concentration
chloroplast DNA
choice experiment
Cholera
circulation changes
circulation models
circulation response
civil society
classification system
Clathrate
climate adaptation strategies
climate agreement
climate benefits
climate change adaptation
climate change adaptation planning
climate change adaptation policy
climate change adaptation strategies
climate change analysis
climate change beliefs
climate change mitigation
climate change negotiations
climate change perceptions
climate change problem
climate change projections
climate change regulation
climate change risks
climate change scenarios
climate change simulations
climate change uncertainty
climate change vulnerability
climate change-induced
climate data
climate datasets
climate engineering
climate evolution
climate governance
climate information
climate justice
climate model outputs
climate model projections
climate model simulations
Climate Models
climate negociations
climate period
climate policy
climate policy scenarios
climate predictions
climate projections
climate protection
climate refugee
climate regulation
climate response
climate risks
climate scenarios
climate sensitivity
climate services
climate signals
climate simulations
climate stabilization
climate stress
climate system models
climate targets
climate uncertainty
climate variability
climate vulnerability
climate warming
climate warming impacts
climate-change impacts
climate-growth relationships
climate-induced changes
climatic events
climatic niche
climatic suitability
climatic variables
cloud cover
cloud feedback
clutch size
cm layer
cm soil layer
co-benefits
CO2 capture
CO2 concentration
CO2 efflux
CO2 emissions
CO2 enrichment
CO2 fertilization
CO2 fluxes
CO2 levels
coal combustion
coal combustion byproducts
coal mining
coal-fired power plants
coastal areas
coastal cities
coastal communities
coastal dunes
coastal ecosystems
coastal environments
coastal erosion
coastal flooding
coastal habitats
coastal management
coastal protection
coastal regions
coastal wetlands
coastal zone
Coccolithophores
coffee production
cold season
cold temperatures
cold tolerance
collective action
colonization
common species
community change
complex systems modeling
compliance costs
concentration change
concentration pathways
conifer species
consequence of global warming
conservation priorities
conservation strategies
conspiracy theories
construction industry
consumption of fossil fuels
consumption rates
contamination
continental shelf
conventional tillage
cooler climates
cooling effect
COP21
copepods
Coral bleaching
coral communities
coral cover
coral diseases
coral growth
coral hosts
coral populations
coral reef ecosystems
Coral reefs
coral species
coral tissue
cork oak
cost estimates
cost of raw materials
Cost-benefit analysis
Cost-effectiveness analysis
credit markets
critical level
critical loads
critical thermal maximum
critical thresholds
crop
crop diversification
crop evapotranspiration
crop growth
crop management
crop models
crop phenology
crop production
crop productivity
crop residues
crop rotation
crop species
crop types
crop varieties
crop water
crop water requirements
crop yields
crustose coralline algae
Cryosphere
currency fluctuations
cushion plants
cyanobacteria
cyanobacterial blooms
daily maximum temperature
daily mean temperature
daily minimum temperature
dairy cows
damage costs
data assimilation
data availability
data gaps
data quality
data records
data requirements
data series
decadal time scales
decadal variability
deciduous trees
decision makers
decision making
decision support
decision support system
decision-making processes
decomposition processes
decomposition rates
decrease in precipitation
deep ocean
deep soils
deeper soil layers
deficit irrigation
deforestation
deforestation and forest degradation
demand for coal
demand for electricity
demand for natural gas
demand for oil
demand reduction
Dematerialization
demographic history
demographic parameters
dengue
dengue cases
dengue incidence
desert steppe
desertification
development goals
developmental stages
different climate scenarios
different emission scenarios
digital elevation model
dinoflagellate
disaster risk
disaster risk reduction
disease burden
disease prevalence
dispersal capacity
dispersal distances
dispersal limitation
displacement risk
disturbance events
disturbance regimes
diurnal temperature range
divergence time
diversity patterns
DNA sequences
dominant species
dominant tree species
downscaled climate projections
downscaling
downscaling methods
downscaling model
downscaling techniques
drilling operations
drilling rigs
drinking water
drought and heat stress
drought characteristics
drought episodes
drought indices
drought intensity
drought occurrence
drought periods
drought risk
drought severity
drought stress
drought tolerance
dry mass
dry sites
dry years
dryness
durum wheat
dust emission
dust sources
dwarf shrub
dynamical downscaling
early warning
Earth system
earth system models
eco-evolutionary dynamics
ecological communities
Ecological corridors
ecological effects
ecological networks
economic development
economic efficiency
economic growth
economic losses
Economies in Transition
ecoregion
ecosystem
ecosystem carbon
ecosystem degradation
ecosystem function
ecosystem functioning
ecosystem health
ecosystem processes
ecosystem respiration
ecosystem service valuation
ecosystem services
ecosystem structure
ecosystem structure and function
ecosystem water
ecotone
ectotherms
edge effects
edge populations
effect of future climate change
effect of human activities
effect size
effective population size
effects of climate variability
effects of experimental warming
effects of global warming
effects of ocean acidification
effects of weather
egg hatch
egg production
El Niño
electric generating units
electric vehicles
electricity consumption
electricity generation
electricity generation technologies
electricity market
electricity production
electricity sector
electricity system
electricity use
electron microscopy
elevated CO2
elevated pCO
elevated temperature
elevation gradient
elevation model
elevation zones
elevational range
embryonic development
emission abatement
emission allowances
emission changes
emission control
emission estimates
emission factors
emission intensity
emission inventory
emission levels
emission limits
emission rates
emission reduction
emission reduction targets
emission scenarios
emission sources
emissions from deforestation
emissions mitigation
emissions of sulfur dioxide
emissions trading
emperor penguins
empirical analysis
empirical results
end of the 21st century
end users
endangered species
endemic species
energy alternatives
energy balance
energy budget
energy commodities
energy conservation
energy consumption
energy conversion
energy costs
energy crops
energy demand
energy efficiency
energy flows
energy generation
energy intensity
energy management
energy market
energy metabolism
energy performance
energy policy
energy portfolio standards
energy potential
energy prices
energy production
energy recovery
energy requirements
energy resources
energy saving
energy sector
energy security
energy services
energy sources
energy storage
energy strategy
energy supply
energy system
energy system model
energy technologies
energy transition
environmental assessment
environmental benefits
environmental change
environmental data
environmental degradation
environmental drivers
environmental flows
environmental gradients
environmental health
environmental migration
environmental performance
environmental perturbations
environmental policy
environmental politics
environmental pollution
environmental protection
environmental regulations
environmental services
environmental sustainability
environmental temperature
environmental variability
environmental variation
enzyme activities
epidemics
equilibrium climate sensitivity
equilibrium model
erosion
ethanol production
evaluation method
evaporation
evaporative demand
evapotranspiration
evolutionary consequences
evolutionary processes
evolutionary responses
exotic species
experimental approach
experimental evidence
experimental manipulation
experimental results
experimental warming
explanatory variables
exposure period
extinction
extinction events
extinction risk
extreme climatic events
extreme drought
Extreme Dry
extreme environments
extreme events
extreme floods
extreme heat
extreme rainfall events
